,vocabs,frequency
3963,reflections action,1
3964,action research,1
3965,research project,1
3966,project reflections,1
3967,reflections collective,1
3968,collective biography,1
3969,biography journey,1
3970,journey experiments,1
3971,experiments enchantment,1
3972,enchantment domestic,1
3973,domestic workers,1
3974,workers upcycling,1
3975,upcycling social,1
3976,change communication,1
3977,communication emotions,1
3978,emotions tensions,1
3979,tensions reflections,1
3980,reflections researching,1
3981,researching memory,1
3982,memory social,1
3983,change peru,1
3984,peru colombia,1
3985,colombia understanding,1
3986,understanding smellscapes,1
3987,smellscapes emotions,1
3988,emotions place,1
3989,place space,2
3990,space absent,1
3991,absent assessing,1
3992,assessing relationship,1
3993,relationship horticultural,1
3994,horticultural classifications,1
3995,classifications plant,1
3996,plant responses,1
3997,responses drought,1
3998,drought linking,1
3999,linking urban,1
4000,urban tree,2
4001,tree inventories,2
4002,inventories remote,1
4003,remote sensing,1
4004,sensing data,1
4005,data individual,1
4006,individual tree,1
4007,tree mapping,1
4008,mapping towards,1
4009,towards design,1
4010,design biodiverse,1
4011,biodiverse green,1
4012,green roofs,2
4013,roofs argentina,1
4014,argentina assessing,1
4015,assessing key,1
4016,key elements,1
4017,elements different,1
4018,different functional,1
4019,functional groups,1
4020,groups arthropods,1
4021,arthropods assessing,1
4022,assessing challenges,1
4023,challenges opportunities,1
4024,opportunities schools,1
4025,schools access,1
4026,access nature,1
4027,nature england,1
4028,england place,1
4029,place attachment,1
4030,attachment interaction,1
4031,interaction urban,1
4032,urban parks,3
4033,parks study,1
4034,study linking,1
4035,linking public,1
4036,spaces human,1
4037,human systematic,1
4038,review pruning,1
4039,pruning bending,1
4040,bending moments,1
4041,moments vibration,1
4042,vibration decrease,1
4043,decrease reduced,1
4044,reduced raised,1
4045,raised senegal,1
4046,senegal mahogany,1
4047,mahogany khaya,1
4048,khaya senegalensis,1
4049,senegalensis nature,1
4050,nature linkages,1
4051,linkages greenspace,1
4052,greenspace influenced,1
4053,influenced combination,1
4054,combination elements,1
4055,elements nature,1
4056,nature new,1
4057,urban park,2
4058,park stay,1
4059,stay home,1
4060,home stay,1
4061,stay safe,1
4062,safe stay,1
4063,stay green,1
4064,green role,1
4065,role gardening,1
4066,gardening activities,1
4067,activities mental,1
4068,health home,1
4069,home confinement,1
4070,confinement aggregated,1
4071,aggregated patterns,1
4072,patterns urban,2
4073,urban woody,1
4074,woody vegetation,1
4075,cover promote,1
4076,promote greater,1
4077,greater species,1
4078,species diversity,1
4079,diversity richness,1
4080,richness abundance,1
4081,abundance native,1
4082,native birds,1
4083,birds effects,1
4084,effects urban,3
4085,urban greenspace,2
4086,greenspace particulate,1
4087,particulate matter,2
4088,matter air,1
4089,pollution urban,1
4090,urban forest,1
4091,forest response,1
4092,response hurricane,1
4093,hurricane irma,1
4094,irma role,1
4095,role landscape,1
4096,landscape characteristics,1
4097,characteristics sociodemographic,1
4098,sociodemographic context,1
4099,context mapping,1
4100,mapping diversity,1
4101,diversity street,1
4102,street tree,1
4103,inventories across,1
4104,across eight,1
4105,eight cities,1
4106,cities internationally,1
4107,internationally using,1
4108,using open,1
4109,open data,1
4110,data interactions,1
4111,interactions enhance,1
4112,enhance soundscape,1
4113,soundscape perception,1
4114,perception china,1
4115,china protected,1
4116,protected areas,2
4117,areas application,1
4118,application artificial,1
4119,artificial intelligence,1
4120,intelligence techniques,1
4121,techniques prediction,1
4122,prediction birds,1
4123,birds soundscape,1
4124,soundscape impact,1
4125,impact tourists,1
4126,tourists mental,1
4127,mental restoration,1
4128,restoration natural,1
4129,natural urban,1
4130,urban areas,2
4131,areas framework,1
4132,framework biophilic,1
4133,biophilic urbanism,1
4134,urbanism improving,1
4135,improving climate,1
4136,change adaptability,1
4137,adaptability urban,1
4138,urban environments,1
4139,environments key,1
4140,key drivers,1
4141,drivers avifauna,1
4142,avifauna greenspace,1
4143,greenspace institutional,1
4144,institutional campuses,1
4145,campuses state,1
4146,state western,1
4147,western africa,1
4148,africa drivers,1
4149,drivers spontaneous,1
4150,spontaneous plant,1
4151,plant richness,2
4152,richness patterns,1
4153,green space,3
4154,space within,1
4155,within biodiversity,1
4156,biodiversity hotspot,1
4157,hotspot characteristics,1
4158,characteristics residential,1
4159,residential backyards,1
4160,backyards contribute,1
4161,contribute conservation,1
4162,conservation diversity,1
4163,diversity urban,1
4164,urban birds,1
4165,birds case,1
4166,study southeastern,1
4167,southeastern brazilian,1
4168,brazilian city,1
4169,city vacant,1
4170,vacant lot,1
4171,lot plant,1
4172,plant establishment,1
4173,establishment techniques,1
4174,techniques alter,1
4175,alter urban,1
4176,urban soil,1
4177,soil ecosystem,1
4178,services pocket,1
4179,pocket parks,1
4180,parks english,1
4181,english chinese,1
4182,chinese literature,1
4183,review cemeteries,1
4184,cemeteries public,1
4185,space management,1
4186,management funding,1
4187,funding form,1
4188,form association,1
4189,association local,1
4190,local airborne,1
4191,airborne tree,1
4192,tree pollen,1
4193,pollen composition,1
4194,composition surrounding,1
4195,surrounding land,1
4196,cover across,1
4197,different spatial,1
4198,spatial scales,1
4199,scales northern,1
4200,northern belgium,1
4201,belgium tenuous,1
4202,tenuous link,1
4203,link information,1
4204,information transfer,1
4205,transfer urban,1
4206,urban ecological,2
4207,ecological research,1
4208,research restoration,1
4209,restoration practice,1
4210,practice complexifying,1
4211,complexifying urban,1
4212,urban lawn,1
4213,lawn improves,1
4214,improves heat,1
4215,heat mitigation,1
4216,mitigation arthropod,1
4217,arthropod biodiversity,1
4218,biodiversity evaluation,1
4219,evaluation green,1
4220,green roof,1
4221,roof structures,1
4222,structures substrates,1
4223,substrates lactuca,1
4224,lactuca sativa,1
4225,sativa tropical,1
4226,tropical conditions,1
4227,conditions effect,1
4228,effect urban,1
4229,tree diversity,2
4230,diversity condition,1
4231,condition surface,1
4232,temperature city,1
4233,city block,1
4234,block scale,1
4235,scale storage,1
4236,storage affects,1
4237,affects resource,1
4238,resource availability,1
4239,availability occurrence,1
4240,occurrence bacterial,1
4241,bacterial taxa,1
4242,taxa linked,1
4243,linked pollutant,1
4244,pollutant degradation,1
4245,degradation human,1
4246,human health,1
4247,health landscaping,1
4248,landscaping materials,1
4249,materials motivation,1
4250,motivation factors,1
4251,factors influencing,2
4252,influencing visits,1
4253,visits small,1
4254,small urban,1
4255,parks shanghai,1
4256,shanghai china,1
4257,china plant,1
4258,plant diversity,2
4259,diversity green,1
4260,roofs wild,1
4261,wild testing,1
4262,testing practitioner,1
4263,practitioner ecological,1
4264,ecological predictions,1
4265,predictions three,1
4266,three midwestern,1
4267,midwestern usa,1
4268,usa cities,1
4269,cities china,2
4270,china green,1
4271,space system,1
4272,system planning,1
4273,planning development,1
4274,development experiences,1
4275,experiences characteristics,1
4276,characteristics impact,1
4277,impact summer,1
4278,summer heat,1
4279,heat urban,1
4280,park visitation,1
4281,visitation perceived,1
4282,health ecosystem,1
4283,ecosystem service,1
4284,service appreciation,1
4285,appreciation conserves,1
4286,conserves approves,1
4287,approves predicting,1
4288,predicting water,1
4289,water conservation,1
4290,conservation intentions,1
4291,intentions urban,1
4292,urban landscapes,1
4293,landscapes referent,1
4294,referent groups,1
4295,groups beyond,1
4296,beyond traditional,1
4297,traditional important,1
4298,important others,1
4299,others healthy,1
4300,healthy trees,1
4301,trees healthy,1
4302,healthy people,1
4303,people model,1
4304,model engaging,1
4305,engaging citizen,1
4306,citizen scientists,1
4307,scientists exotic,1
4308,exotic pest,1
4309,pest detection,1
4310,detection urban,1
4311,parks developing,1
4312,developing tool,1
4313,tool management,1
4314,management experiences,1
4315,experiences managers,1
4316,managers female,1
4317,female park,1
4318,park users,1
4319,users oslo,1
4320,oslo transit,1
4321,transit parks,1
4322,parks environmental,1
4323,justice study,1
4324,study transit,1
4325,transit access,1
4326,access large,1
4327,large parks,1
4328,parks west,1
4329,west politics,1
4330,urban greening,2
4331,greening forest,1
4332,forest city,1
4333,city malaysia,1
4334,malaysia landforms,1
4335,landforms distribution,1
4336,distribution patterns,1
4337,patterns giant,1
4338,giant castanopsis,1
4339,castanopsis sieboldii,1
4340,sieboldii trees,1
4341,trees urban,1
4342,areas western,1
4343,western suburbs,1
4344,suburbs tokyo,1
4345,tokyo japan,1
4346,japan uncertainty,1
4347,uncertainty framework,1
4348,framework eco,1
4349,eco comparative,1
4350,comparative study,3
4351,study cities,1
4352,cities across,1
4353,across united,1
4354,states root,1
4355,root adaptation,1
4356,adaptation urban,1
4357,urban trees,4
4358,trees precise,1
4359,precise irrigation,1
4360,irrigation system,1
4361,system mature,1
4362,mature olive,1
4363,olive case,1
4364,study heterogeneous,1
4365,heterogeneous preferences,1
4366,preferences conservation,1
4367,conservation management,1
4368,management urban,1
4369,urban wetland,2
4370,wetland parks,2
4371,parks case,1
4372,study china,1
4373,impact quality,1
4374,quality quantity,1
4375,quantity greenery,1
4376,greenery park,1
4377,park usage,1
4378,usage multiscale,1
4379,multiscale watershed,1
4380,watershed landscape,1
4381,landscape infrastructure,1
4382,infrastructure integrated,1
4383,integrated system,1
4384,system design,1
4385,design sponge,1
4386,sponge city,1
4387,city development,1
4388,development relationship,1
4389,relationship structural,1
4390,structural root,1
4391,root depth,1
4392,depth formation,1
4393,formation stem,1
4394,stem encircling,1
4395,encircling roots,1
4396,roots stem,1
4397,stem girdling,1
4398,girdling roots,1
4399,roots implications,1
4400,implications tree,1
4401,tree condition,1
4402,condition hybrid,1
4403,hybrid swmm,1
4404,swmm particle,1
4405,particle swarm,1
4406,swarm optimization,1
4407,optimization model,1
4408,urban runoff,1
4409,runoff water,1
4410,water quality,1
4411,quality control,1
4412,control using,1
4413,using green,1
4414,green infrastructures,1
4415,infrastructures reaping,1
4416,reaping fruits,1
4417,fruits labour,1
4418,labour revisiting,1
4419,revisiting education,1
4420,education outside,1
4421,outside classroom,1
4422,classroom provision,1
4423,provision denmark,1
4424,denmark upon,1
4425,upon policy,1
4426,policy research,1
4427,research interventions,1
4428,interventions environmental,1
4429,environmental social,1
4430,social benefits,1
4431,benefits coupling,1
4432,coupling coordination,1
4433,coordination urban,1
4434,parks effects,1
4435,effects precipitation,1
4436,precipitation tree,1
4437,tree phenology,1
4438,phenology leaf,1
4439,leaf area,1
4440,area index,1
4441,index bark,1
4442,bark characteristics,1
4443,characteristics throughfall,1
4444,throughfall rates,1
4445,rates urban,1
4446,trees analysis,1
4447,urban agriculture,1
4448,agriculture solution,1
4449,solution address,1
4450,address challenges,1
4451,challenges australian,1
4452,australian cities,1
4453,cities arizona,1
4454,arizona cypress,1
4455,cypress mycorrhizae,1
4456,mycorrhizae rhizobacteria,1
4457,rhizobacteria affects,1
4458,affects biomass,1
4459,biomass nutrient,1
4460,nutrient status,1
4461,status efficiency,1
4462,efficiency soil,1
4463,soil protein,1
4464,protein concentration,1
4465,concentration marc,1
4466,marc kéry,1
4467,kéry andrew,1
4468,andrew royle,1
4469,royle applied,1
4470,applied hierarchical,1
4471,hierarchical modeling,1
4472,modeling ecology,1
4473,ecology analysis,1
4474,analysis distribution,1
4475,distribution abundance,1
4476,abundance species,2
4477,species richness,4
4478,richness r,1
4479,r bugs,1
4480,bugs vol,1
4481,vol dynamic,1
4482,dynamic advanced,1
4483,advanced models,1
4484,models academic,1
4485,academic press,1
4486,press london,1
4487,london pages,1
4488,pages isbn,1
4489,isbn hardcover,1
4490,hardcover ebook,1
4491,ebook plant,1
4492,plant volatiles,1
4493,volatiles mediate,1
4494,mediate behavioral,1
4495,behavioral interactions,1
4496,interactions herbivore,1
4497,herbivore data,1
4498,data shows,1
4499,shows increasing,1
4500,increasing dominance,1
4501,dominance bombus,1
4502,bombus terrestris,1
4503,terrestris climate,1
4504,climate warming,1
4505,warming indirect,1
4506,indirect effects,2
4507,change insect,1
4508,insect herbivore,1
4509,herbivore tree,1
4510,diversity promotes,1
4511,promotes predatory,1
4512,predatory wasps,1
4513,wasps parasitoids,1
4514,parasitoids pollinator,1
4515,pollinator bees,1
4516,bees subtropical,1
4517,subtropical experimental,1
4518,experimental forest,1
4519,forest soil,1
4520,soil nutrients,1
4521,nutrients variation,1
4522,variation biomass,1
4523,biomass rather,1
4524,rather native,1
4525,native species,1
4526,richness influence,1
4527,influence introduced,1
4528,introduced plant,1
4529,richness grassland,1
4530,grassland vascular,1
4531,vascular plant,1
4532,plant ground,1
4533,ground beetle,1
4534,beetle diversity,1
4535,diversity wet,1
4536,wet arable,1
4537,arable land,1
4538,land versus,1
4539,versus conventional,1
4540,conventional crop,1
4541,crop fields,1
4542,fields key,1
4543,key factors,1
4544,influencing forager,1
4545,forager distribution,1
4546,distribution across,1
4547,across macadamia,1
4548,macadamia orchards,1
4549,orchards differ,1
4550,differ among,1
4551,among species,1
4552,species managed,1
4553,managed bees,1
4554,bees intraspecific,1
4555,intraspecific interactions,1
4556,interactions annual,1
4557,annual legume,1
4558,legume medicago,1
4559,medicago minima,1
4560,minima shaped,1
4561,shaped genetic,1
4562,genetic variation,1
4563,variation competitive,1
4564,competitive ability,1
4565,ability reduced,1
4566,reduced competition,1
4567,competition among,1
4568,among kin,1
4569,kin research,1
4570,agenda biodiversity,1
4571,ecosystem functions,1
4572,functions services,1
4573,services european,1
4574,cities changes,1
4575,changes partner,1
4576,partner traits,1
4577,traits drive,1
4578,drive variation,1
4579,variation robber,1
4580,robber interactions,1
4581,interactions across,1
4582,across habitats,1
4583,habitats intercropping,1
4584,intercropping high,1
4585,high input,1
4586,input agriculture,1
4587,agriculture supports,1
4588,supports arthropod,1
4589,arthropod diversity,1
4590,diversity without,1
4591,without risking,1
4592,risking significant,1
4593,significant yield,1
4594,yield losses,1
4595,losses new,1
4596,new indicator,1
4597,indicator effectiveness,1
4598,effectiveness urban,1
4599,green infrastructure,1
4600,infrastructure based,1
4601,based ecosystem,1
4602,services assessment,1
4603,assessment putative,1
4604,putative roles,1
4605,roles bacteria,1
4606,bacteria carbon,1
4607,carbon nitrogen,1
4608,nitrogen cycles,1
4609,cycles tropical,1
4610,tropical peat,1
4611,peat swamp,1
4612,swamp forest,1
4613,forest functional,1
4614,functional diversity,1
4615,diversity functional,1
4616,functional composition,1
4617,composition functional,1
4618,functional β,1
4619,β diversity,1
4620,diversity drive,1
4621,drive aboveground,1
4622,aboveground biomass,1
4623,biomass across,1
4624,different bioclimatic,1
4625,bioclimatic rangelands,1
4626,rangelands effects,1
4627,effects three,1
4628,three flower,1
4629,flower field,1
4630,field types,1
4631,types bumblebees,1
4632,bumblebees pollen,1
4633,pollen diets,2
4634,diets interactions,1
4635,interactions complicate,1
4636,complicate links,1
4637,links soil,1
4638,soil fertility,1
4639,fertility pest,1
4640,pest resistance,1
4641,resistance conceptual,1
4642,framework urban,1
4643,ecological restoration,1
4644,restoration rehabilitation,1
4645,rehabilitation mulching,1
4646,mulching negative,1
4647,negative impact,1
4648,impact fungal,1
4649,fungal plant,1
4650,diversity slovak,1
4651,slovak oligotrophic,1
4652,oligotrophic grasslands,1
4653,grasslands changing,1
4654,changing assembly,1
4655,assembly rules,1
4656,rules secondary,1
4657,secondary succession,1
4658,succession evidence,1
4659,evidence patterns,1
4660,patterns testing,1
4661,testing highly,1
4662,highly replicable,1
4663,replicable standardized,1
4664,standardized method,1
4665,method rapidly,1
4666,rapidly assess,1
4667,assess seed,1
4668,seed removal,1
4669,removal probabilities,1
4670,probabilities interdisciplinary,1
4671,interdisciplinary framework,1
4672,framework describe,1
4673,describe evaluate,1
4674,evaluate functioning,1
4675,functioning forest,1
4676,forest ecosystems,1
4677,ecosystems consistent,1
4678,consistent diversity,1
4679,diversity patterns,1
4680,patterns terrestrial,1
4681,terrestrial mammal,1
4682,mammal assemblages,1
4683,assemblages along,1
4684,along forest,1
4685,forest gradients,1
4686,gradients low,1
4687,low levels,1
4688,levels regional,1
4689,regional differentiation,1
4690,differentiation little,1
4691,little evidence,1
4692,evidence local,1
4693,local adaptation,1
4694,adaptation rare,1
4695,rare arable,1
4696,arable plants,1
4697,plants kin,1
4698,kin structure,1
4699,structure roost,1
4700,roost fidelity,1
4701,fidelity greater,1
4702,greater noctule,1
4703,noctule bats,1
4704,bats red,1
4705,red foxes,1
4706,foxes increase,1
4707,increase reproductive,1
4708,reproductive output,1
4709,output white,1
4710,white spruce,1
4711,spruce year,1
4712,year ca,1
4713,ca bear,1
4714,bear competition,1
4715,competition energetic,1
4716,energetic losses,1
4717,losses kleptoparasitism,1
4718,kleptoparasitism dominant,1
4719,dominant scavenger,1
4720,scavenger may,1
4721,may alter,1
4722,alter foraging,1
4723,foraging behaviors,1
4724,behaviors apex,1
4725,apex predator,1
4726,predator semiochemicals,1
4727,semiochemicals habitat,1
4728,habitat manipulation,1
4729,manipulation support,1
4730,support green,1
4731,green lacewing,1
4732,lacewing activity,1
4733,activity reduce,1
4734,reduce aphid,1
4735,aphid infestations,1
4736,infestations agroecosystems,1
4737,agroecosystems response,1
4738,response bats,1
4739,bats nocturnal,1
4740,nocturnal insects,1
4741,insects urban,1
4742,green areas,1
4743,areas europe,1
4744,europe macroecological,1
4745,macroecological patterns,1
4746,patterns resource,1
4747,resource use,1
4748,use resident,1
4749,resident migratory,1
4750,migratory hummingbirds,1
4751,hummingbirds organic,1
4752,carbon nutrients,1
4753,nutrients drive,1
4754,drive prokaryote,1
4755,prokaryote metazoan,1
4756,metazoan communities,1
4757,communities floodplain,1
4758,floodplain aquifer,1
4759,aquifer comparative,1
4760,study tested,1
4761,tested hypotheses,1
4762,hypotheses relationships,1
4763,relationships biodiversity,1
4764,biodiversity productivity,1
4765,productivity light,1
4766,light nutrients,1
4767,nutrients organic,1
4768,organic management,1
4769,management practices,1
4770,practices enable,1
4771,enable complementary,1
4772,complementary diversification,1
4773,diversification food,1
4774,food webs,1
4775,webs soil,1
4776,soil microbial,1
4777,microbial biomass,1
4778,biomass enzyme,1
4779,enzyme kinetics,1
4780,kinetics assessment,1
4781,assessment temporal,1
4782,temporal diversification,1
4783,diversification agroecosystems,1
4784,agroecosystems causes,1
4785,causes consequences,2
4786,consequences lags,1
4787,lags basic,1
4788,basic applied,1
4789,applied research,1
4790,research feral,1
4791,feral wildlife,1
4792,wildlife ecology,1
4793,ecology case,1
4794,case feral,1
4795,feral horses,1
4796,horses special,1
4797,issue causes,1
4798,consequences microbiome,1
4799,microbiome changes,1
4800,changes reprint,1
4801,reprint drivers,1
4802,drivers leaf,1
4803,leaf trait,1
4804,trait variation,1
4805,variation tropical,1
4806,tropical planted,1
4807,planted forest,1
4808,forest varying,1
4809,varying tree,1
4810,tree species,1
4811,richness potential,1
4812,potential role,1
4813,role synzoochory,1
4814,synzoochory naturalization,1
4815,naturalization almond,1
4816,almond tree,1
4817,tree temperature,1
4818,temperature affects,1
4819,affects grinnellian,1
4820,grinnellian eltonian,1
4821,eltonian dimensions,1
4822,dimensions ecological,1
4823,ecological niches,1
4824,niches tale,1
4825,tale two,1
4826,two arctic,1
4827,arctic wolf,1
4828,wolf spiders,1
4829,spiders plant,1
4830,plant productivity,1
4831,productivity key,1
4832,key driver,1
4833,driver soil,1
4834,soil respiration,1
4835,respiration response,1
4836,response climate,1
4837,change soil,1
4838,soil pollen,1
4839,diets niche,1
4840,niche overlap,1
4841,overlap honey,1
4842,honey bees,1
4843,bees native,1
4844,native bees,1
4845,bees protected,1
4846,areas bee,1
4847,bee communities,1
4848,communities restored,1
4849,restored prairies,1
4850,prairies structured,1
4851,structured landscape,1
4852,landscape management,1
4853,management local,1
4854,local floral,1
4855,floral resources,1
4856,resources building,1
4857,building food,1
4858,food networks,1
4859,networks molecular,1
4860,molecular data,1
4861,data bayesian,1
4862,bayesian thresholds,1
4863,thresholds including,1
4864,including links,1
4865,links feeding,1
4866,feeding rate,1
4867,rate efficiency,1
4868,efficiency apex,1
4869,apex soil,1
4870,soil predator,1
4871,predator exposed,1
4872,exposed temperature,1
4873,temperature changes,1
4874,changes trends,1
4875,trends monthly,1
4876,monthly abundance,1
4877,richness carabids,1
4878,carabids years,1
4879,years kaiserstuhl,1
4880,kaiserstuhl southwest,1
4881,southwest germany,1
4882,germany pollen,1
4883,pollen dispersal,1
4884,dispersal driven,1
4885,driven pollinator,1
4886,pollinator response,1
4887,response plant,1
4888,plant disease,1
4889,disease plant,1
4890,plant spatial,1
4891,spatial aggregation,1
4892,aggregation acceptance,1
4893,acceptance greenspace,1
4894,greenspace management,1
4895,management relates,1
4896,relates ecological,1
4897,ecological assigned,1
4898,assigned values,1
4899,values among,1
4900,among european,1
4901,european urbanites,1
4902,urbanites responses,1
4903,responses neotropical,1
4904,neotropical bats,1
4905,bats forest,1
4906,forest loss,1
4907,loss fragmentation,1
4908,fragmentation identifying,1
4909,identifying economically,1
4910,economically relevant,1
4911,relevant forest,1
4912,forest types,1
4913,types global,1
4914,global satellite,1
4915,satellite data,2
4916,data ecological,1
4917,ecological impacts,2
4918,impacts china,2
4919,china forest,2
4920,forest sector,1
4921,sector policies,1
4922,policies forests,1
4923,forests framed,1
4924,framed analysis,1
4925,analysis eu,1
4926,eu forest,1
4927,forest policy,3
4928,policy partisan,1
4929,partisan theory,1
4930,theory forest,1
4931,forest nature,1
4932,nature conservation,2
4933,conservation policy,1
4934,policy empirical,1
4935,evidence based,1
4936,based four,1
4937,four german,1
4938,german conflict,1
4939,conflict issues,1
4940,issues nonindustrial,1
4941,nonindustrial private,1
4942,private forest,2
4943,forest landowner,1
4944,landowner willingness,1
4945,pay prescribed,1
4946,prescribed burning,1
4947,burning lower,1
4948,lower wildfire,1
4949,wildfire hazards,1
4950,hazards transition,1
4951,transition colombia,1
4952,colombia challenges,1
4953,challenges reducing,1
4954,reducing deforestation,1
4955,deforestation amazon,1
4956,amazon evaluating,1
4957,evaluating socioeconomic,1
4958,socioeconomic ecological,1
4959,forest policies,1
4960,policies program,1
4961,program practices,1
4962,practices summary,1
4963,summary outlook,1
4964,outlook costs,1
4965,costs effectiveness,1
4966,effectiveness public,1
4967,public private,1
4968,private fire,1
4969,fire management,1
4970,management programs,1
4971,programs brazilian,1
4972,amazon cerrado,1
4973,cerrado dynamics,1
4974,dynamics rubber,1
4975,rubber production,1
4976,production malaysia,1
4977,malaysia potential,1
4978,potential impacts,1
4979,impacts challenges,1
4980,challenges proposed,1
4981,proposed interventions,1
4982,interventions forestland,1
4983,forestland policies,1
4984,policies politics,1
4985,politics africa,1
4986,africa recent,1
4987,recent evidence,1
4988,evidence new,1
4989,new challenges,1
4990,challenges investigation,1
4991,investigation log,1
4992,log prices,1
4993,prices pacific,1
4994,pacific northwest,1
4995,northwest network,1
4996,network administrators,1
4997,administrators facilitate,1
4998,facilitate information,1
4999,information sharing,1
5000,sharing among,1
5001,among communal,1
5002,communal forest,1
5003,forest organizations,1
5004,organizations thailand,1
5005,thailand developing,1
5006,developing persona,1
5007,persona method,1
5008,method increase,1
5009,increase commitment,1
5010,commitment private,1
5011,forest owners,2
5012,owners french,1
5013,french forest,1
5014,policy priorities,1
5015,priorities factors,1
5016,factors determining,1
5017,determining upland,1
5018,upland farmers,1
5019,farmers participation,1
5020,participation forest,1
5021,forest product,1
5022,product value,1
5023,value chains,2
5024,chains sustainable,1
5025,sustainable poverty,1
5026,poverty reduction,1
5027,reduction vietnam,1
5028,vietnam estimating,1
5029,estimating supply,1
5030,demand elasticities,1
5031,elasticities dissolving,1
5032,dissolving pulp,1
5033,pulp chemical,1
5034,chemical derivatives,1
5035,derivatives textile,1
5036,textile fibres,1
5037,fibres emerging,1
5038,emerging bioeconomy,1
5039,bioeconomy anticipated,1
5040,anticipated impacts,1
5041,impacts achieving,1
5042,achieving sdg,1
5043,sdg targets,1
5044,targets forests,1
5045,forests review,1
5046,review determining,1
5047,determining costs,1
5048,costs benefits,1
5049,benefits scientific,1
5050,scientific forest,1
5051,forest management,1
5052,management nepal,1
5053,nepal planting,1
5054,planting urban,1
5055,trees improve,1
5056,improve quality,1
5057,life life,1
5058,satisfaction impacts,1
5059,urban afforestation,1
5060,afforestation politics,1
5061,politics scale,1
5062,scale global,1
5063,global governance,1
5064,governance stringent,1
5065,stringent international,1
5066,international forest,1
5067,forest certification,1
5068,certification standards,1
5069,standards protect,1
5070,protect local,1
5071,local rights,1
5072,rights russia,1
5073,russia policy,1
5074,policy narratives,1
5075,narratives wooden,1
5076,wooden construction,1
5077,construction implications,1
5078,implications technology,1
5079,technology innovation,1
5080,innovation system,1
5081,system governance,1
5082,governance risk,1
5083,risk preferences,1
5084,preferences significantly,1
5085,significantly affect,1
5086,affect household,1
5087,household investment,1
5088,investment timber,1
5089,timber forestry,1
5090,forestry empirical,1
5091,evidence fujian,1
5092,fujian china,1
5093,china stochastic,1
5094,stochastic simulation,1
5095,simulation restoration,1
5096,restoration outcomes,1
5097,outcomes dry,1
5098,dry afromontane,1
5099,afromontane forest,1
5100,forest landscape,1
5101,landscape northern,1
5102,northern ethiopia,1
5103,ethiopia urban,1
5104,spaces housing,1
5105,housing prices,1
5106,prices developing,1
5107,developing countries,1
5108,countries quantile,1
5109,quantile spatial,1
5110,spatial regression,1
5111,analysis cognitive,1
5112,cognitive demographic,1
5113,demographic drivers,1
5114,drivers attitudes,1
5115,attitudes toward,1
5116,toward using,1
5117,using genetic,1
5118,genetic engineering,1
5119,engineering restore,1
5120,restore american,1
5121,american chestnut,1
5122,chestnut trees,1
5123,trees makes,1
5124,makes traditional,1
5125,traditional knowledge,1
5126,knowledge deteriorate,1
5127,deteriorate case,1
5128,case dengcen,1
5129,dengcen village,1
5130,village southwestern,1
5131,southwestern china,1
5132,china digital,1
5133,digital forest,1
5134,forest information,1
5135,information platform,1
5136,platform service,1
5137,service innovation,1
5138,innovation finnish,1
5139,finnish service,1
5140,service use,1
5141,use users,1
5142,users utilisation,1
5143,utilisation assessing,1
5144,assessing expected,1
5145,expected economic,1
5146,economic losses,1
5147,losses wildfires,1
5148,wildfires eucalypt,1
5149,eucalypt plantations,1
5150,plantations western,1
5151,western brazil,1
5152,brazil optimising,1
5153,optimising payment,1
5154,payment environmental,1
5155,environmental services,1
5156,services schemes,1
5157,schemes integrating,1
5158,integrating strategies,1
5159,strategies case,1
5160,case atlantic,1
5161,atlantic forest,1
5162,forest brazil,1
5163,brazil species,1
5164,species composition,1
5165,composition diversity,1
5166,diversity carbon,1
5167,carbon stock,1
5168,stock trees,1
5169,trees outside,1
5170,outside forests,1
5171,forests middle,1
5172,nepal colonial,1
5173,colonial hangover,1
5174,hangover institutional,1
5175,institutional bricolage,1
5176,bricolage processes,1
5177,processes forest,1
5178,forest use,1
5179,use practices,1
5180,practices cameroon,1
5181,cameroon analysis,1
5182,analysis acacia,1
5183,acacia hybrid,1
5184,hybrid timber,1
5185,timber value,1
5186,chains case,1
5187,study woodchip,1
5188,woodchip furniture,1
5189,furniture production,1
5190,production central,1
5191,vietnam connectedness,1
5192,connectedness nature,1
5193,conservation urban,1
5194,urban ecosystem,1
5195,ecosystem perspectives,1
5196,perspectives valuation,1
5197,valuation urban,1
5198,urban forests,1
5199,forests democracy,1
5200,democracy deforestation,1
5201,deforestation role,1
5202,role spillover,1
5203,spillover effects,1
5204,effects designating,1
5205,designating national,1
5206,national forest,1
5207,forest cities,1
5208,china policy,1
5209,policy improve,1
5210,improve urban,1
5211,living environment,1
5212,environment log,1
5213,log log,1
5214,log actor,1
5215,actor preferences,1
5216,preferences networks,1
5217,networks swiss,1
5218,swiss forest,1
5219,policy evaluating,1
5220,evaluating empirical,1
5221,evidence housing,1
5222,housing development,1
5223,development effects,1
5224,effects management,1
5225,management remaining,1
5226,remaining forest,1
5227,forest influence,1
5228,influence property,1
5229,rights performance,1
5230,performance forest,1
5231,forest devolution,1
5232,devolution policies,1
5233,policies honduras,1
5234,honduras forest,1
5235,forest land,1
5236,land protection,1
5237,protection act,1
5238,act program,1
5239,program flpa,1
5240,flpa conserving,1
5241,conserving forestland,1
