,vocabs,frequency
4205,towards design biodiverse,1
4206,design biodiverse green,1
4207,biodiverse green roofs,1
4208,green roofs argentina,1
4209,roofs argentina assessing,1
4210,argentina assessing key,1
4211,assessing key elements,1
4212,key elements different,1
4213,elements different functional,1
4214,different functional groups,1
4215,functional groups arthropods,1
4216,groups arthropods assessing,1
4217,arthropods assessing challenges,1
4218,assessing challenges opportunities,1
4219,challenges opportunities schools,1
4220,opportunities schools access,1
4221,schools access nature,1
4222,access nature england,1
4223,nature england place,1
4224,england place attachment,1
4225,place attachment interaction,1
4226,attachment interaction urban,1
4227,interaction urban parks,1
4228,urban parks study,1
4229,parks study linking,1
4230,study linking public,1
4231,linking public urban,1
4232,green spaces human,1
4233,spaces human systematic,1
4234,human systematic review,1
4235,systematic review pruning,1
4236,review pruning bending,1
4237,pruning bending moments,1
4238,bending moments vibration,1
4239,moments vibration decrease,1
4240,vibration decrease reduced,1
4241,decrease reduced raised,1
4242,reduced raised senegal,1
4243,raised senegal mahogany,1
4244,senegal mahogany khaya,1
4245,mahogany khaya senegalensis,1
4246,khaya senegalensis nature,1
4247,senegalensis nature linkages,1
4248,nature linkages greenspace,1
4249,linkages greenspace influenced,1
4250,greenspace influenced combination,1
4251,influenced combination elements,1
4252,combination elements nature,1
4253,elements nature new,1
4254,nature new york,1
4255,york city urban,1
4256,city urban park,1
4257,urban park stay,1
4258,park stay home,1
4259,stay home stay,1
4260,home stay safe,1
4261,stay safe stay,1
4262,safe stay green,1
4263,stay green role,1
4264,green role gardening,1
4265,role gardening activities,1
4266,gardening activities mental,1
4267,activities mental health,1
4268,mental health home,1
4269,health home confinement,1
4270,home confinement aggregated,1
4271,confinement aggregated patterns,1
4272,aggregated patterns urban,1
4273,patterns urban woody,1
4274,urban woody vegetation,1
4275,woody vegetation cover,1
4276,vegetation cover promote,1
4277,cover promote greater,1
4278,promote greater species,1
4279,greater species diversity,1
4280,species diversity richness,1
4281,diversity richness abundance,1
4282,richness abundance native,1
4283,abundance native birds,1
4284,native birds effects,1
4285,birds effects urban,1
4286,effects urban greenspace,1
4287,urban greenspace particulate,1
4288,greenspace particulate matter,1
4289,particulate matter air,1
4290,matter air pollution,1
4291,air pollution urban,1
4292,pollution urban forest,1
4293,urban forest response,1
4294,forest response hurricane,1
4295,response hurricane irma,1
4296,hurricane irma role,1
4297,irma role landscape,1
4298,role landscape characteristics,1
4299,landscape characteristics sociodemographic,1
4300,characteristics sociodemographic context,1
4301,sociodemographic context mapping,1
4302,context mapping diversity,1
4303,mapping diversity street,1
4304,diversity street tree,1
4305,street tree inventories,1
4306,tree inventories across,1
4307,inventories across eight,1
4308,across eight cities,1
4309,eight cities internationally,1
4310,cities internationally using,1
4311,internationally using open,1
4312,using open data,1
4313,open data interactions,1
4314,data interactions enhance,1
4315,interactions enhance soundscape,1
4316,enhance soundscape perception,1
4317,soundscape perception china,1
4318,perception china protected,1
4319,china protected areas,1
4320,protected areas application,1
4321,areas application artificial,1
4322,application artificial intelligence,1
4323,artificial intelligence techniques,1
4324,intelligence techniques prediction,1
4325,techniques prediction birds,1
4326,prediction birds soundscape,1
4327,birds soundscape impact,1
4328,soundscape impact tourists,1
4329,impact tourists mental,1
4330,tourists mental restoration,1
4331,mental restoration natural,1
4332,restoration natural urban,1
4333,natural urban areas,1
4334,urban areas framework,1
4335,areas framework biophilic,1
4336,framework biophilic urbanism,1
4337,biophilic urbanism improving,1
4338,urbanism improving climate,1
4339,improving climate change,1
4340,climate change adaptability,1
4341,change adaptability urban,1
4342,adaptability urban environments,1
4343,urban environments key,1
4344,environments key drivers,1
4345,key drivers avifauna,1
4346,drivers avifauna greenspace,1
4347,avifauna greenspace institutional,1
4348,greenspace institutional campuses,1
4349,institutional campuses state,1
4350,campuses state western,1
4351,state western africa,1
4352,western africa drivers,1
4353,africa drivers spontaneous,1
4354,drivers spontaneous plant,1
4355,spontaneous plant richness,1
4356,plant richness patterns,1
4357,richness patterns urban,1
4358,patterns urban green,1
4359,urban green space,2
4360,green space within,1
4361,space within biodiversity,1
4362,within biodiversity hotspot,1
4363,biodiversity hotspot characteristics,1
4364,hotspot characteristics residential,1
4365,characteristics residential backyards,1
4366,residential backyards contribute,1
4367,backyards contribute conservation,1
4368,contribute conservation diversity,1
4369,conservation diversity urban,1
4370,diversity urban birds,1
4371,urban birds case,1
4372,birds case study,1
4373,case study southeastern,1
4374,study southeastern brazilian,1
4375,southeastern brazilian city,1
4376,brazilian city vacant,1
4377,city vacant lot,1
4378,vacant lot plant,1
4379,lot plant establishment,1
4380,plant establishment techniques,1
4381,establishment techniques alter,1
4382,techniques alter urban,1
4383,alter urban soil,1
4384,urban soil ecosystem,1
4385,soil ecosystem services,1
4386,ecosystem services pocket,1
4387,services pocket parks,1
4388,pocket parks english,1
4389,parks english chinese,1
4390,english chinese literature,1
4391,chinese literature review,1
4392,literature review cemeteries,1
4393,review cemeteries public,1
4394,cemeteries public urban,1
4395,green space management,1
4396,space management funding,1
4397,management funding form,1
4398,funding form association,1
4399,form association local,1
4400,association local airborne,1
4401,local airborne tree,1
4402,airborne tree pollen,1
4403,tree pollen composition,1
4404,pollen composition surrounding,1
4405,composition surrounding land,1
4406,surrounding land cover,1
4407,land cover across,1
4408,cover across different,1
4409,across different spatial,1
4410,different spatial scales,1
4411,spatial scales northern,1
4412,scales northern belgium,1
4413,northern belgium tenuous,1
4414,belgium tenuous link,1
4415,tenuous link information,1
4416,link information transfer,1
4417,information transfer urban,1
4418,transfer urban ecological,1
4419,urban ecological research,1
4420,ecological research restoration,1
4421,research restoration practice,1
4422,restoration practice complexifying,1
4423,practice complexifying urban,1
4424,complexifying urban lawn,1
4425,urban lawn improves,1
4426,lawn improves heat,1
4427,improves heat mitigation,1
4428,heat mitigation arthropod,1
4429,mitigation arthropod biodiversity,1
4430,arthropod biodiversity evaluation,1
4431,biodiversity evaluation green,1
4432,evaluation green roof,1
4433,green roof structures,1
4434,roof structures substrates,1
4435,structures substrates lactuca,1
4436,substrates lactuca sativa,1
4437,lactuca sativa tropical,1
4438,sativa tropical conditions,1
4439,tropical conditions effect,1
4440,conditions effect urban,1
4441,effect urban tree,1
4442,urban tree diversity,1
4443,tree diversity condition,1
4444,diversity condition surface,1
4445,condition surface temperature,1
4446,surface temperature city,1
4447,temperature city block,1
4448,city block scale,1
4449,block scale storage,1
4450,scale storage affects,1
4451,storage affects resource,1
4452,affects resource availability,1
4453,resource availability occurrence,1
4454,availability occurrence bacterial,1
4455,occurrence bacterial taxa,1
4456,bacterial taxa linked,1
4457,taxa linked pollutant,1
4458,linked pollutant degradation,1
4459,pollutant degradation human,1
4460,degradation human health,1
4461,human health landscaping,1
4462,health landscaping materials,1
4463,landscaping materials motivation,1
4464,materials motivation factors,1
4465,motivation factors influencing,1
4466,factors influencing visits,1
4467,influencing visits small,1
4468,visits small urban,1
4469,small urban parks,1
4470,urban parks shanghai,1
4471,parks shanghai china,1
4472,shanghai china plant,1
4473,china plant diversity,1
4474,plant diversity green,1
4475,diversity green roofs,1
4476,green roofs wild,1
4477,roofs wild testing,1
4478,wild testing practitioner,1
4479,testing practitioner ecological,1
4480,practitioner ecological predictions,1
4481,ecological predictions three,1
4482,predictions three midwestern,1
4483,three midwestern usa,1
4484,midwestern usa cities,1
4485,usa cities china,1
4486,cities china green,1
4487,china green space,1
4488,green space system,1
4489,space system planning,1
4490,system planning development,1
4491,planning development experiences,1
4492,development experiences characteristics,1
4493,experiences characteristics impact,1
4494,characteristics impact summer,1
4495,impact summer heat,1
4496,summer heat urban,1
4497,heat urban park,1
4498,urban park visitation,1
4499,park visitation perceived,1
4500,visitation perceived health,1
4501,perceived health ecosystem,1
4502,health ecosystem service,1
4503,ecosystem service appreciation,1
4504,service appreciation conserves,1
4505,appreciation conserves approves,1
4506,conserves approves predicting,1
4507,approves predicting water,1
4508,predicting water conservation,1
4509,water conservation intentions,1
4510,conservation intentions urban,1
4511,intentions urban landscapes,1
4512,urban landscapes referent,1
4513,landscapes referent groups,1
4514,referent groups beyond,1
4515,groups beyond traditional,1
4516,beyond traditional important,1
4517,traditional important others,1
4518,important others healthy,1
4519,others healthy trees,1
4520,healthy trees healthy,1
4521,trees healthy people,1
4522,healthy people model,1
4523,people model engaging,1
4524,model engaging citizen,1
4525,engaging citizen scientists,1
4526,citizen scientists exotic,1
4527,scientists exotic pest,1
4528,exotic pest detection,1
4529,pest detection urban,1
4530,detection urban parks,1
4531,urban parks developing,1
4532,parks developing tool,1
4533,developing tool management,1
4534,tool management experiences,1
4535,management experiences managers,1
4536,experiences managers female,1
4537,managers female park,1
4538,female park users,1
4539,park users oslo,1
4540,users oslo transit,1
4541,oslo transit parks,1
4542,transit parks environmental,1
4543,parks environmental justice,1
4544,environmental justice study,1
4545,justice study transit,1
4546,study transit access,1
4547,transit access large,1
4548,access large parks,1
4549,large parks west,1
4550,parks west politics,1
4551,west politics urban,1
4552,politics urban greening,1
4553,urban greening forest,1
4554,greening forest city,1
4555,forest city malaysia,1
4556,city malaysia landforms,1
4557,malaysia landforms distribution,1
4558,landforms distribution patterns,1
4559,distribution patterns giant,1
4560,patterns giant castanopsis,1
4561,giant castanopsis sieboldii,1
4562,castanopsis sieboldii trees,1
4563,sieboldii trees urban,1
4564,trees urban areas,1
4565,urban areas western,1
4566,areas western suburbs,1
4567,western suburbs tokyo,1
4568,suburbs tokyo japan,1
4569,tokyo japan uncertainty,1
4570,japan uncertainty framework,1
4571,uncertainty framework eco,1
4572,framework eco comparative,1
4573,eco comparative study,1
4574,comparative study cities,1
4575,study cities across,1
4576,cities across united,1
4577,across united states,1
4578,united states root,1
4579,states root adaptation,1
4580,root adaptation urban,1
4581,adaptation urban trees,1
4582,urban trees precise,1
4583,trees precise irrigation,1
4584,precise irrigation system,1
4585,irrigation system mature,1
4586,system mature olive,1
4587,mature olive case,1
4588,olive case study,1
4589,case study heterogeneous,1
4590,study heterogeneous preferences,1
4591,heterogeneous preferences conservation,1
4592,preferences conservation management,1
4593,conservation management urban,1
4594,management urban wetland,1
4595,urban wetland parks,2
4596,wetland parks case,1
4597,parks case study,1
4598,case study china,1
4599,study china impact,1
4600,china impact quality,1
4601,impact quality quantity,1
4602,quality quantity greenery,1
4603,quantity greenery park,1
4604,greenery park usage,1
4605,park usage multiscale,1
4606,usage multiscale watershed,1
4607,multiscale watershed landscape,1
4608,watershed landscape infrastructure,1
4609,landscape infrastructure integrated,1
4610,infrastructure integrated system,1
4611,integrated system design,1
4612,system design sponge,1
4613,design sponge city,1
4614,sponge city development,1
4615,city development relationship,1
4616,development relationship structural,1
4617,relationship structural root,1
4618,structural root depth,1
4619,root depth formation,1
4620,depth formation stem,1
4621,formation stem encircling,1
4622,stem encircling roots,1
4623,encircling roots stem,1
4624,roots stem girdling,1
4625,stem girdling roots,1
4626,girdling roots implications,1
4627,roots implications tree,1
4628,implications tree condition,1
4629,tree condition hybrid,1
4630,condition hybrid swmm,1
4631,hybrid swmm particle,1
4632,swmm particle swarm,1
4633,particle swarm optimization,1
4634,swarm optimization model,1
4635,optimization model urban,1
4636,model urban runoff,1
4637,urban runoff water,1
4638,runoff water quality,1
4639,water quality control,1
4640,quality control using,1
4641,control using green,1
4642,using green infrastructures,1
4643,green infrastructures reaping,1
4644,infrastructures reaping fruits,1
4645,reaping fruits labour,1
4646,fruits labour revisiting,1
4647,labour revisiting education,1
4648,revisiting education outside,1
4649,education outside classroom,1
4650,outside classroom provision,1
4651,classroom provision denmark,1
4652,provision denmark upon,1
4653,denmark upon policy,1
4654,upon policy research,1
4655,policy research interventions,1
4656,research interventions environmental,1
4657,interventions environmental social,1
4658,environmental social benefits,1
4659,social benefits coupling,1
4660,benefits coupling coordination,1
4661,coupling coordination urban,1
4662,coordination urban wetland,1
4663,wetland parks effects,1
4664,parks effects precipitation,1
4665,effects precipitation tree,1
4666,precipitation tree phenology,1
4667,tree phenology leaf,1
4668,phenology leaf area,1
4669,leaf area index,1
4670,area index bark,1
4671,index bark characteristics,1
4672,bark characteristics throughfall,1
4673,characteristics throughfall rates,1
4674,throughfall rates urban,1
4675,rates urban trees,1
4676,urban trees analysis,1
4677,trees analysis urban,1
4678,analysis urban agriculture,1
4679,urban agriculture solution,1
4680,agriculture solution address,1
4681,solution address challenges,1
4682,address challenges australian,1
4683,challenges australian cities,1
4684,australian cities arizona,1
4685,cities arizona cypress,1
4686,arizona cypress mycorrhizae,1
4687,cypress mycorrhizae rhizobacteria,1
4688,mycorrhizae rhizobacteria affects,1
4689,rhizobacteria affects biomass,1
4690,affects biomass nutrient,1
4691,biomass nutrient status,1
4692,nutrient status efficiency,1
4693,status efficiency soil,1
4694,efficiency soil protein,1
4695,soil protein concentration,1
4696,protein concentration marc,1
4697,concentration marc kéry,1
4698,marc kéry andrew,1
4699,kéry andrew royle,1
4700,andrew royle applied,1
4701,royle applied hierarchical,1
4702,applied hierarchical modeling,1
4703,hierarchical modeling ecology,1
4704,modeling ecology analysis,1
4705,ecology analysis distribution,1
4706,analysis distribution abundance,1
4707,distribution abundance species,1
4708,abundance species richness,2
4709,species richness r,1
4710,richness r bugs,1
4711,r bugs vol,1
4712,bugs vol dynamic,1
4713,vol dynamic advanced,1
4714,dynamic advanced models,1
4715,advanced models academic,1
4716,models academic press,1
4717,academic press london,1
4718,press london pages,1
4719,london pages isbn,1
4720,pages isbn hardcover,1
4721,isbn hardcover ebook,1
4722,hardcover ebook plant,1
4723,ebook plant volatiles,1
4724,plant volatiles mediate,1
4725,volatiles mediate behavioral,1
4726,mediate behavioral interactions,1
4727,behavioral interactions herbivore,1
4728,interactions herbivore data,1
4729,herbivore data shows,1
4730,data shows increasing,1
4731,shows increasing dominance,1
4732,increasing dominance bombus,1
4733,dominance bombus terrestris,1
4734,bombus terrestris climate,1
4735,terrestris climate warming,1
4736,climate warming indirect,1
4737,warming indirect effects,1
4738,indirect effects climate,1
4739,climate change insect,1
4740,change insect herbivore,1
4741,insect herbivore tree,1
4742,herbivore tree diversity,1
4743,tree diversity promotes,1
4744,diversity promotes predatory,1
4745,promotes predatory wasps,1
4746,predatory wasps parasitoids,1
4747,wasps parasitoids pollinator,1
4748,parasitoids pollinator bees,1
4749,pollinator bees subtropical,1
4750,bees subtropical experimental,1
4751,subtropical experimental forest,1
4752,experimental forest soil,1
4753,forest soil nutrients,1
4754,soil nutrients variation,1
4755,nutrients variation biomass,1
4756,variation biomass rather,1
4757,biomass rather native,1
4758,rather native species,1
4759,native species richness,1
4760,species richness influence,1
4761,richness influence introduced,1
4762,influence introduced plant,1
4763,introduced plant richness,1
4764,plant richness grassland,1
4765,richness grassland vascular,1
4766,grassland vascular plant,1
4767,vascular plant ground,1
4768,plant ground beetle,1
4769,ground beetle diversity,1
4770,beetle diversity wet,1
4771,diversity wet arable,1
4772,wet arable land,1
4773,arable land versus,1
4774,land versus conventional,1
4775,versus conventional crop,1
4776,conventional crop fields,1
4777,crop fields key,1
4778,fields key factors,1
4779,key factors influencing,1
4780,factors influencing forager,1
4781,influencing forager distribution,1
4782,forager distribution across,1
4783,distribution across macadamia,1
4784,across macadamia orchards,1
4785,macadamia orchards differ,1
4786,orchards differ among,1
4787,differ among species,1
4788,among species managed,1
4789,species managed bees,1
4790,managed bees intraspecific,1
4791,bees intraspecific interactions,1
4792,intraspecific interactions annual,1
4793,interactions annual legume,1
4794,annual legume medicago,1
4795,legume medicago minima,1
4796,medicago minima shaped,1
4797,minima shaped genetic,1
4798,shaped genetic variation,1
4799,genetic variation competitive,1
4800,variation competitive ability,1
4801,competitive ability reduced,1
4802,ability reduced competition,1
4803,reduced competition among,1
4804,competition among kin,1
4805,among kin research,1
4806,kin research agenda,1
4807,research agenda biodiversity,1
4808,agenda biodiversity ecosystem,1
4809,biodiversity ecosystem functions,1
4810,ecosystem functions services,1
4811,functions services european,1
4812,services european cities,1
4813,european cities changes,1
4814,cities changes partner,1
4815,changes partner traits,1
4816,partner traits drive,1
4817,traits drive variation,1
4818,drive variation robber,1
4819,variation robber interactions,1
4820,robber interactions across,1
4821,interactions across habitats,1
4822,across habitats intercropping,1
4823,habitats intercropping high,1
4824,intercropping high input,1
4825,high input agriculture,1
4826,input agriculture supports,1
4827,agriculture supports arthropod,1
4828,supports arthropod diversity,1
4829,arthropod diversity without,1
4830,diversity without risking,1
4831,without risking significant,1
4832,risking significant yield,1
4833,significant yield losses,1
4834,yield losses new,1
4835,losses new indicator,1
4836,new indicator effectiveness,1
4837,indicator effectiveness urban,1
4838,effectiveness urban green,1
4839,urban green infrastructure,1
4840,green infrastructure based,1
4841,infrastructure based ecosystem,1
4842,based ecosystem services,1
4843,ecosystem services assessment,1
4844,services assessment putative,1
4845,assessment putative roles,1
4846,putative roles bacteria,1
4847,roles bacteria carbon,1
4848,bacteria carbon nitrogen,1
4849,carbon nitrogen cycles,1
4850,nitrogen cycles tropical,1
4851,cycles tropical peat,1
4852,tropical peat swamp,1
4853,peat swamp forest,1
4854,swamp forest functional,1
4855,forest functional diversity,1
4856,functional diversity functional,1
4857,diversity functional composition,1
4858,functional composition functional,1
4859,composition functional β,1
4860,functional β diversity,1
4861,β diversity drive,1
4862,diversity drive aboveground,1
4863,drive aboveground biomass,1
4864,aboveground biomass across,1
4865,biomass across different,1
4866,across different bioclimatic,1
4867,different bioclimatic rangelands,1
4868,bioclimatic rangelands effects,1
4869,rangelands effects three,1
4870,effects three flower,1
4871,three flower field,1
4872,flower field types,1
4873,field types bumblebees,1
4874,types bumblebees pollen,1
4875,bumblebees pollen diets,1
4876,pollen diets interactions,1
4877,diets interactions complicate,1
4878,interactions complicate links,1
4879,complicate links soil,1
4880,links soil fertility,1
4881,soil fertility pest,1
4882,fertility pest resistance,1
4883,pest resistance conceptual,1
4884,resistance conceptual framework,1
4885,conceptual framework urban,1
4886,framework urban ecological,1
4887,urban ecological restoration,1
4888,ecological restoration rehabilitation,1
4889,restoration rehabilitation mulching,1
4890,rehabilitation mulching negative,1
4891,mulching negative impact,1
4892,negative impact fungal,1
4893,impact fungal plant,1
4894,fungal plant diversity,1
4895,plant diversity slovak,1
4896,diversity slovak oligotrophic,1
4897,slovak oligotrophic grasslands,1
4898,oligotrophic grasslands changing,1
4899,grasslands changing assembly,1
4900,changing assembly rules,1
4901,assembly rules secondary,1
4902,rules secondary succession,1
4903,secondary succession evidence,1
4904,succession evidence patterns,1
4905,evidence patterns testing,1
4906,patterns testing highly,1
4907,testing highly replicable,1
4908,highly replicable standardized,1
4909,replicable standardized method,1
4910,standardized method rapidly,1
4911,method rapidly assess,1
4912,rapidly assess seed,1
4913,assess seed removal,1
4914,seed removal probabilities,1
4915,removal probabilities interdisciplinary,1
4916,probabilities interdisciplinary framework,1
4917,interdisciplinary framework describe,1
4918,framework describe evaluate,1
4919,describe evaluate functioning,1
4920,evaluate functioning forest,1
4921,functioning forest ecosystems,1
4922,forest ecosystems consistent,1
4923,ecosystems consistent diversity,1
4924,consistent diversity patterns,1
4925,diversity patterns terrestrial,1
4926,patterns terrestrial mammal,1
4927,terrestrial mammal assemblages,1
4928,mammal assemblages along,1
4929,assemblages along forest,1
4930,along forest gradients,1
4931,forest gradients low,1
4932,gradients low levels,1
4933,low levels regional,1
4934,levels regional differentiation,1
4935,regional differentiation little,1
4936,differentiation little evidence,1
4937,little evidence local,1
4938,evidence local adaptation,1
4939,local adaptation rare,1
4940,adaptation rare arable,1
4941,rare arable plants,1
4942,arable plants kin,1
4943,plants kin structure,1
4944,kin structure roost,1
4945,structure roost fidelity,1
4946,roost fidelity greater,1
4947,fidelity greater noctule,1
4948,greater noctule bats,1
4949,noctule bats red,1
4950,bats red foxes,1
4951,red foxes increase,1
4952,foxes increase reproductive,1
4953,increase reproductive output,1
4954,reproductive output white,1
4955,output white spruce,1
4956,white spruce year,1
4957,spruce year ca,1
4958,year ca bear,1
4959,ca bear competition,1
4960,bear competition energetic,1
4961,competition energetic losses,1
4962,energetic losses kleptoparasitism,1
4963,losses kleptoparasitism dominant,1
4964,kleptoparasitism dominant scavenger,1
4965,dominant scavenger may,1
4966,scavenger may alter,1
4967,may alter foraging,1
4968,alter foraging behaviors,1
4969,foraging behaviors apex,1
4970,behaviors apex predator,1
4971,apex predator semiochemicals,1
4972,predator semiochemicals habitat,1
4973,semiochemicals habitat manipulation,1
4974,habitat manipulation support,1
4975,manipulation support green,1
4976,support green lacewing,1
4977,green lacewing activity,1
4978,lacewing activity reduce,1
4979,activity reduce aphid,1
4980,reduce aphid infestations,1
4981,aphid infestations agroecosystems,1
4982,infestations agroecosystems response,1
4983,agroecosystems response bats,1
4984,response bats nocturnal,1
4985,bats nocturnal insects,1
4986,nocturnal insects urban,1
4987,insects urban green,1
4988,urban green areas,1
4989,green areas europe,1
4990,areas europe macroecological,1
4991,europe macroecological patterns,1
4992,macroecological patterns resource,1
4993,patterns resource use,1
4994,resource use resident,1
4995,use resident migratory,1
4996,resident migratory hummingbirds,1
4997,migratory hummingbirds organic,1
4998,hummingbirds organic carbon,1
4999,organic carbon nutrients,1
5000,carbon nutrients drive,1
5001,nutrients drive prokaryote,1
5002,drive prokaryote metazoan,1
5003,prokaryote metazoan communities,1
5004,metazoan communities floodplain,1
5005,communities floodplain aquifer,1
5006,floodplain aquifer comparative,1
5007,aquifer comparative study,1
5008,comparative study tested,1
5009,study tested hypotheses,1
5010,tested hypotheses relationships,1
5011,hypotheses relationships biodiversity,1
5012,relationships biodiversity productivity,1
5013,biodiversity productivity light,1
5014,productivity light nutrients,1
5015,light nutrients organic,1
5016,nutrients organic management,1
5017,organic management practices,1
5018,management practices enable,1
5019,practices enable complementary,1
5020,enable complementary diversification,1
5021,complementary diversification food,1
5022,diversification food webs,1
5023,food webs soil,1
5024,webs soil microbial,1
5025,soil microbial biomass,1
5026,microbial biomass enzyme,1
5027,biomass enzyme kinetics,1
5028,enzyme kinetics assessment,1
5029,kinetics assessment temporal,1
5030,assessment temporal diversification,1
5031,temporal diversification agroecosystems,1
5032,diversification agroecosystems causes,1
5033,agroecosystems causes consequences,1
5034,causes consequences lags,1
5035,consequences lags basic,1
5036,lags basic applied,1
5037,basic applied research,1
5038,applied research feral,1
5039,research feral wildlife,1
5040,feral wildlife ecology,1
5041,wildlife ecology case,1
5042,ecology case feral,1
5043,case feral horses,1
5044,feral horses special,1
5045,horses special issue,1
5046,special issue causes,1
5047,issue causes consequences,1
5048,causes consequences microbiome,1
5049,consequences microbiome changes,1
5050,microbiome changes reprint,1
5051,changes reprint drivers,1
5052,reprint drivers leaf,1
5053,drivers leaf trait,1
5054,leaf trait variation,1
5055,trait variation tropical,1
5056,variation tropical planted,1
5057,tropical planted forest,1
5058,planted forest varying,1
5059,forest varying tree,1
5060,varying tree species,1
5061,tree species richness,1
5062,species richness potential,1
5063,richness potential role,1
5064,potential role synzoochory,1
5065,role synzoochory naturalization,1
5066,synzoochory naturalization almond,1
5067,naturalization almond tree,1
5068,almond tree temperature,1
5069,tree temperature affects,1
5070,temperature affects grinnellian,1
5071,affects grinnellian eltonian,1
5072,grinnellian eltonian dimensions,1
5073,eltonian dimensions ecological,1
5074,dimensions ecological niches,1
5075,ecological niches tale,1
5076,niches tale two,1
5077,tale two arctic,1
5078,two arctic wolf,1
5079,arctic wolf spiders,1
5080,wolf spiders plant,1
5081,spiders plant productivity,1
5082,plant productivity key,1
5083,productivity key driver,1
5084,key driver soil,1
5085,driver soil respiration,1
5086,soil respiration response,1
5087,respiration response climate,1
5088,response climate change,1
5089,climate change soil,1
5090,change soil pollen,1
5091,soil pollen diets,1
5092,pollen diets niche,1
5093,diets niche overlap,1
5094,niche overlap honey,1
5095,overlap honey bees,1
5096,honey bees native,1
5097,bees native bees,1
5098,native bees protected,1
5099,bees protected areas,1
5100,protected areas bee,1
5101,areas bee communities,1
5102,bee communities restored,1
5103,communities restored prairies,1
5104,restored prairies structured,1
5105,prairies structured landscape,1
5106,structured landscape management,1
5107,landscape management local,1
5108,management local floral,1
5109,local floral resources,1
5110,floral resources building,1
5111,resources building food,1
5112,building food networks,1
5113,food networks molecular,1
5114,networks molecular data,1
5115,molecular data bayesian,1
5116,data bayesian thresholds,1
5117,bayesian thresholds including,1
5118,thresholds including links,1
5119,including links feeding,1
5120,links feeding rate,1
5121,feeding rate efficiency,1
5122,rate efficiency apex,1
5123,efficiency apex soil,1
5124,apex soil predator,1
5125,soil predator exposed,1
5126,predator exposed temperature,1
5127,exposed temperature changes,1
5128,temperature changes trends,1
5129,changes trends monthly,1
5130,trends monthly abundance,1
5131,monthly abundance species,1
5132,species richness carabids,1
5133,richness carabids years,1
5134,carabids years kaiserstuhl,1
5135,years kaiserstuhl southwest,1
5136,kaiserstuhl southwest germany,1
5137,southwest germany pollen,1
5138,germany pollen dispersal,1
5139,pollen dispersal driven,1
5140,dispersal driven pollinator,1
5141,driven pollinator response,1
5142,pollinator response plant,1
5143,response plant disease,1
5144,plant disease plant,1
5145,disease plant spatial,1
5146,plant spatial aggregation,1
5147,spatial aggregation acceptance,1
5148,aggregation acceptance greenspace,1
5149,acceptance greenspace management,1
5150,greenspace management relates,1
5151,management relates ecological,1
5152,relates ecological assigned,1
5153,ecological assigned values,1
5154,assigned values among,1
5155,values among european,1
5156,among european urbanites,1
5157,european urbanites responses,1
5158,urbanites responses neotropical,1
5159,responses neotropical bats,1
5160,neotropical bats forest,1
5161,bats forest loss,1
5162,forest loss fragmentation,1
5163,loss fragmentation identifying,1
5164,fragmentation identifying economically,1
5165,identifying economically relevant,1
5166,economically relevant forest,1
5167,relevant forest types,1
5168,forest types global,1
5169,types global satellite,1
5170,global satellite data,1
5171,satellite data ecological,1
5172,data ecological impacts,1
5173,ecological impacts china,2
5174,impacts china forest,2
5175,china forest sector,1
5176,forest sector policies,1
5177,sector policies forests,1
5178,policies forests framed,1
5179,forests framed analysis,1
5180,framed analysis eu,1
5181,analysis eu forest,1
5182,eu forest policy,1
5183,forest policy partisan,1
5184,policy partisan theory,1
5185,partisan theory forest,1
5186,theory forest nature,1
5187,forest nature conservation,1
5188,nature conservation policy,1
5189,conservation policy empirical,1
5190,policy empirical evidence,1
5191,empirical evidence based,1
5192,evidence based four,1
5193,based four german,1
5194,four german conflict,1
5195,german conflict issues,1
5196,conflict issues nonindustrial,1
5197,issues nonindustrial private,1
5198,nonindustrial private forest,1
5199,private forest landowner,1
5200,forest landowner willingness,1
5201,landowner willingness pay,1
5202,willingness pay prescribed,1
5203,pay prescribed burning,1
5204,prescribed burning lower,1
5205,burning lower wildfire,1
5206,lower wildfire hazards,1
5207,wildfire hazards transition,1
5208,hazards transition colombia,1
5209,transition colombia challenges,1
5210,colombia challenges reducing,1
5211,challenges reducing deforestation,1
5212,reducing deforestation amazon,1
5213,deforestation amazon evaluating,1
5214,amazon evaluating socioeconomic,1
5215,evaluating socioeconomic ecological,1
5216,socioeconomic ecological impacts,1
5217,china forest policies,1
5218,forest policies program,1
5219,policies program practices,1
5220,program practices summary,1
5221,practices summary outlook,1
5222,summary outlook costs,1
5223,outlook costs effectiveness,1
5224,costs effectiveness public,1
5225,effectiveness public private,1
5226,public private fire,1
5227,private fire management,1
5228,fire management programs,1
5229,management programs brazilian,1
5230,programs brazilian amazon,1
5231,brazilian amazon cerrado,1
5232,amazon cerrado dynamics,1
5233,cerrado dynamics rubber,1
5234,dynamics rubber production,1
5235,rubber production malaysia,1
5236,production malaysia potential,1
5237,malaysia potential impacts,1
5238,potential impacts challenges,1
5239,impacts challenges proposed,1
5240,challenges proposed interventions,1
5241,proposed interventions forestland,1
5242,interventions forestland policies,1
5243,forestland policies politics,1
5244,policies politics africa,1
5245,politics africa recent,1
5246,africa recent evidence,1
5247,recent evidence new,1
5248,evidence new challenges,1
5249,new challenges investigation,1
5250,challenges investigation log,1
5251,investigation log prices,1
